target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tm10,Tm11,Tm12,Tm13,Tm14,Tm15,Tm16,Tm17,Tm18,Tm19,Tm20,Tm21,Tm22,trend,skew,mean,stddev,hurst,serialcorr,date
-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,106.1629,29.2841,1.6742,-1.7429,-0.5699,0.3288,-0.7163,1.1221716221176599,0.16795472779365,-0.00903181818181802,52.577482606733106,0.147256364737594,0.00265227831976922,2016-02-17 02:00:00
0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,106.1629,29.2841,1.6742,-1.7429,-0.5699,0.3288,1.12218221605999,0.167072956497417,0.00609545454545471,52.5773173011353,0.147242746790473,0.0026519501147300698,2016-02-17 03:00:00
-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,106.1629,29.2841,1.6742,-1.7429,-0.5699,1.1221925149536,0.16659930788250302,0.0141954545454547,52.5773831106247,0.14715776215988,0.00265202374753937,2016-02-17 04:00:00
-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,106.1629,29.2841,1.6742,-1.7429,1.12220214786551,0.166168682939449,0.0215818181818183,52.57730856056621,0.14640768704665197,0.00265283125357885,2016-02-17 05:00:00
0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,106.1629,29.2841,1.6742,1.12231622340246,0.16169321970047398,0.0984818181818183,52.57584212222,0.14341713917418802,0.00264930406085573,2016-02-17 06:00:00
0.6142,0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,106.1629,29.2841,1.13328418784795,0.165774049340345,0.0287727272727274,52.574670097175506,0.137728016290864,0.0026822141880359397,2016-02-17 07:00:00
-0.0283,0.6142,0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,106.1629,1.2249493554378899,0.23779901633641395,-1.27440454545455,52.16873778401771,0.101118400535045,0.00544499274382804,2016-02-17 08:00:00
23.3844,-0.0283,0.6142,0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,83.1462,1.0930327953410899,0.0529589012597162,-6.10127727272727,46.3420657424962,0.0540251889510547,0.0131180981638517,2016-02-17 09:00:00
12.9078,23.3844,-0.0283,0.6142,0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,111.1467,1.0171477980116899,-0.170936300723288,-8.817722727272729,42.449567554945,-0.13430706401108503,0.10716789951922,2016-02-17 10:00:00
-11.1573,12.9078,23.3844,-0.0283,0.6142,0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,-37.3453,1.3292624270779099,-2.17398301695639,-13.2831272727273,33.440167381475895,0.0628794405908696,0.000856542840130592,2016-02-17 11:00:00
41.891000000000005,-11.1573,12.9078,23.3844,-0.0283,0.6142,0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,-98.2071,1.6087979392680298,-2.35277430467839,-12.0927636363636,33.0061310515622,-0.0731929927077433,0.00281109330269003,2016-02-17 12:00:00
36.3945,41.891000000000005,-11.1573,12.9078,23.3844,-0.0283,0.6142,0.1406,-0.0511,-0.4074,0.507,-0.3835,-0.00580000000000003,0.1116,-0.193,-0.201,0.4003,-2.2214,-5.1729,-20.2382,-13.9617,-34.4588,-117.4192,1.3838730341734902,-2.5959533050803,-5.72466818181818,28.8542380827428,-0.524570735463295,0.24944011690296103,2016-02-17 13:00:00
